name,set,condition,seller 1 price,seller 2 price,updated_price
"Tezzeret, Master of Metal",Aether Revolt,Lightly Played Foil,1.94,2.06,2.22
Mystic Confluence,Judge Promos,Lightly Played Foil,13.77,14.19,14.18
Ornithopter,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,49.66,49.67,49.65
Staff of Domination,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,79.99,80.0,79.97999999999999
Sundering Titan,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,22.83,22.84,22.819999999999997
"Sram, Senior Edificer",Aether Revolt,Lightly Played Foil,2.5,2.55,2.54
Glint-Sleeve Siphoner,Aether Revolt,Moderately Played,0.18,0.23,0.22
Metallic Mimic,Aether Revolt,Lightly Played,4.19,5.75,5.74
Glint-Sleeve Siphoner,Prerelease Cards,Lightly Played Foil,0.7,0.75,0.91
Lifecrafter's Bestiary,Prerelease Cards,Lightly Played Foil,5.25,5.67,5.66
Planar Bridge,Prerelease Cards,Lightly Played Foil,12.59,12.59,12.58
Bonfire of the Damned,Modern Masters 2017,Lightly Played Foil,3.0,3.31,3.72
Domri Rade,Modern Masters 2017,Lightly Played Foil,4.1,4.18,5.16
Molten Rain,Modern Masters 2017,Lightly Played Foil,1.44,1.59,2.0
Entreat the Angels,Modern Masters 2017,Lightly Played Foil,3.87,4.0,5.16
Gifts Ungiven,Modern Masters 2017,Lightly Played,1.38,1.44,1.3699999999999999
Pyromancer Ascension,Modern Masters 2017,Lightly Played Foil,5.13,5.2,7.51
Terminus,Modern Masters 2017,Lightly Played Foil,8.98,8.99,10.25
Cyclonic Rift,Modern Masters 2017,Lightly Played Foil,35.48,37.99,37.980000000000004
Desperate Ritual,Duel Decks: Mind vs. Might,Lightly Played,0.89,0.96,1.06
Sixth Sense,Amonkhet,Lightly Played Foil,0.17,0.23,0.22
Consecrated Sphinx,Masterpiece Series: Amonkhet Invocations,Lightly Played Foil,62.01,71.24,71.22999999999999
Containment Priest,Masterpiece Series: Amonkhet Invocations,Lightly Played Foil,37.15,37.16,43.53
Entomb,Masterpiece Series: Amonkhet Invocations,Lightly Played Foil,42.36,42.37,42.35
Canyon Slough,Amonkhet,Lightly Played,1.26,1.3,1.25
Fetid Pools,Amonkhet,Lightly Played Foil,2.49,2.9,2.89
Drake Haven,Amonkhet,Lightly Played Foil,0.38,0.39,0.79
"Nissa, Steward of Elements",Amonkhet,Heavily Played,3.13,2.99,3.12
Rhonas the Indomitable,Amonkhet,Lightly Played,3.94,4.06,4.05
Hieroglyphic Illumination,Amonkhet,Lightly Played Foil,5.06,5.07,12.37
Blazing Volley,Amonkhet,Near Mint Foil,0.33,0.41,0.59
Glorious End,Amonkhet,Lightly Played Foil,0.99,0.99,1.51
Gideon of the Trials,Prerelease Cards,Lightly Played Foil,10.4,10.41,10.4
Hazoret the Fervent,Prerelease Cards,Lightly Played Foil,10.02,10.03,10.02
New Perspectives,Prerelease Cards,Lightly Played Foil,0.44,1.55,1.54
"Samut, the Tested",Hour of Devastation,Lightly Played Foil,2.06,2.06,2.3
Gideon Jura,Archenemy: Nicol Bolas,Moderately Played,1.52,1.53,2.22
Grim Lavamancer,Archenemy: Nicol Bolas,Lightly Played,3.93,3.94,5.46
Adorned Pouncer,Hour of Devastation,Moderately Played Foil,0.94,0.79,1.15
Damnation,Masterpiece Series: Amonkhet Invocations,Near Mint Foil,107.64,149.08,149.07000000000002
Diabolic Edict,Masterpiece Series: Amonkhet Invocations,Near Mint Foil,24.31,24.729999999999997,24.299999999999997
Omniscience,Masterpiece Series: Amonkhet Invocations,Near Mint Foil,95.95,97.99,95.94
Through the Breach,Masterpiece Series: Amonkhet Invocations,Near Mint Foil,30.97,30.98,41.19
Nissa's Encouragement,Hour of Devastation,Near Mint,0.12,0.15,0.17
Earthshaker Khenra,Hour of Devastation,Lightly Played,0.25,0.29,0.3
Earthshaker Khenra,Hour of Devastation,Lightly Played Foil,0.58,0.6,0.69
Champion of Wits,Hour of Devastation,Lightly Played,0.34,0.44,0.49
Resilient Khenra,Hour of Devastation,Lightly Played Foil,0.3,0.31,0.43
Gaddock Teeg,Judge Promos,Lightly Played Foil,28.89,26.33,41.07
The Scarab God,Masterpiece Series: Amonkhet Invocations,Near Mint Foil,135.0,134.99,134.98000000000002
Fraying Sanity,Prerelease Cards,Moderately Played Foil,4.36,4.67,4.66
Reason // Believe,Prerelease Cards,Near Mint Foil,0.32,0.47,0.45999999999999996
"Liliana, Death's Majesty (SDCC 2017 EXCLUSIVE)",Media Promos,Lightly Played Foil,43.8,49.99,49.980000000000004
"Mairsil, the Pretender",Commander 2017,Near Mint Foil,0.49,0.49,0.54
"Mairsil, the Pretender",Commander 2017,Lightly Played Foil,0.25,0.42,0.41
"Kess, Dissident Mage",Commander 2017,Moderately Played Foil,2.19,3.01,4.53
"Kess, Dissident Mage",Commander 2017,Heavily Played Foil,4.16,4.5,4.49
Settle the Wreckage,Ixalan,Moderately Played,1.71,1.72,1.7
Settle the Wreckage,Ixalan,Lightly Played Foil,3.0,3.0,5.24
Boneyard Parley,Ixalan,Near Mint Foil,0.5,0.8,1.05
Vraska's Contempt,Ixalan,Lightly Played Foil,2.46,2.47,5.42
Vraska's Contempt,Ixalan,Moderately Played Foil,2.28,2.99,6.56
Star of Extinction,Ixalan,Lightly Played Foil,3.28,4.59,6.11
Deeproot Champion,Ixalan,Near Mint,0.2,0.2,0.19
Drowned Catacomb,Ixalan,Moderately Played,4.5,4.89,4.88
Rootbound Crag,Ixalan,Lightly Played Foil,3.94,4.05,4.53
Dire Fleet Captain,Ixalan,Lightly Played Foil,0.2,0.2,0.25
Treasure Map,Ixalan,Lightly Played Foil,5.0,5.0,6.75
Fatal Push,FNM Promos,Moderately Played Foil,3.96,3.99,3.9800000000000004
Regisaur Alpha,Ixalan,Near Mint,0.6,0.74,0.73
"Yosei, the Morning Star",Iconic Masters,Lightly Played Foil,3.01,3.29,3.2800000000000002
"Keiga, the Tide Star",Iconic Masters,Lightly Played Foil,1.88,2.08,2.61
Nimbus Maze,Iconic Masters,Lightly Played Foil,3.46,3.49,3.4800000000000004
Search for Azcanta,Ixalan,Moderately Played,5.26,5.86,5.8500000000000005
"Vraska, Relic Seeker",Ixalan,Lightly Played Foil,5.47,5.47,7.89
Knight of the Reliquary,Iconic Masters,Lightly Played Foil,4.25,4.39,4.38
Deathgorge Scavenger,Ixalan,Lightly Played Foil,0.49,0.5,0.83
Dive Down,Ixalan,Lightly Played Foil,0.65,0.69,2.43
Dragon Token (Gold),Media Promos,Lightly Played Foil,12.48,13.78,13.77
Arguel's Blood Fast,Prerelease Cards,Lightly Played Foil,0.96,1.0,1.52
Deathgorge Scavenger,Prerelease Cards,Lightly Played Foil,1.25,1.31,1.83
"Jace, Cunning Castaway",Prerelease Cards,Lightly Played Foil,6.18,6.74,6.73
Legion's Landing,Prerelease Cards,Lightly Played Foil,3.99,4.75,7.56
Primal Amulet,Prerelease Cards,Lightly Played Foil,5.54,5.55,5.54
Search for Azcanta,Prerelease Cards,Near Mint Foil,26.78,32.0,31.99
Search for Azcanta,Prerelease Cards,Lightly Played Foil,22.46,22.759999999999998,27.77
Shapers' Sanctuary,Prerelease Cards,Lightly Played Foil,1.95,2.02,2.57
Sorcerous Spyglass,Prerelease Cards,Near Mint Foil,7.37,7.48,7.470000000000001
Star of Extinction,Prerelease Cards,Lightly Played Foil,8.95,8.95,8.94
"Tishana, Voice of Thunder",Prerelease Cards,Near Mint Foil,5.94,13.89,13.88
"Vraska, Relic Seeker",Prerelease Cards,Lightly Played Foil,6.54,6.73,8.93
Misdirection,Duel Decks: Merfolk vs. Goblins,Lightly Played,0.5,0.61,0.7
Very Cryptic Command (C),Unstable,Lightly Played Foil,12.72,12.95,12.94
Very Cryptic Command (F),Unstable,Lightly Played Foil,9.33,9.33,9.32
Rules Lawyer,Judge Promos,Lightly Played Foil,9.69,9.69,9.68
Some Disassembly Required,Special Occasion,Lightly Played Foil,9.59,9.6,12.48
Captain's Hook,Rivals of Ixalan,Lightly Played,0.1,0.15,0.13999999999999999
Dead Man's Chest,Rivals of Ixalan,Lightly Played,0.2,0.22,0.22
Dire Fleet Poisoner,Rivals of Ixalan,Lightly Played Foil,0.81,0.98,0.97
Rekindling Phoenix,Rivals of Ixalan,Lightly Played Foil,7.8,7.89,14.56
Warkite Marauder,Rivals of Ixalan,Lightly Played,0.38,0.4,0.37
Azor's Gateway,Rivals of Ixalan,Lightly Played Foil,5.12,5.12,6.71
Hadana's Climb,Rivals of Ixalan,Lightly Played Foil,3.25,3.49,4.38
Thrashing Brontodon,Rivals of Ixalan,Lightly Played,0.19,0.2,0.35
Thrashing Brontodon,Rivals of Ixalan,Lightly Played Foil,0.44,0.45,1.04
Curious Obsession,Rivals of Ixalan,Lightly Played Foil,1.38,1.39,1.65
"Angrath, the Flame-Chained",Prerelease Cards,Lightly Played Foil,8.66,8.66,14.05
Azor's Gateway,Prerelease Cards,Lightly Played Foil,7.54,8.29,9.43
Dire Fleet Daredevil,Prerelease Cards,Lightly Played Foil,6.6,6.64,6.63
Form of the Dinosaur,Prerelease Cards,Near Mint Foil,0.25,0.25,0.24
"Ghalta, Primal Hunger",Prerelease Cards,Lightly Played Foil,5.78,6.58,6.57
"Huatli, Radiant Champion",Prerelease Cards,Lightly Played Foil,9.02,10.44,10.43
Jadelight Ranger,Prerelease Cards,Lightly Played Foil,3.14,3.14,5.03
Journey to Eternity,Prerelease Cards,Lightly Played Foil,7.15,7.89,7.88
Rekindling Phoenix,Prerelease Cards,Lightly Played Foil,12.58,11.69,17.17
Seafloor Oracle,Prerelease Cards,Near Mint Foil,0.57,0.99,0.98
World Shaper,Prerelease Cards,Lightly Played Foil,5.0,6.25,6.24
Cursecatcher,Masters 25,Lightly Played,0.44,0.51,0.52
Courser of Kruphix,Masters 25,Moderately Played Foil,3.9,4.13,4.12
Hinterland Harbor,Dominaria,Lightly Played Foil,6.49,7.12,7.11
Isolated Chapel,Dominaria,Lightly Played Foil,5.68,6.78,6.7700000000000005
Sulfur Falls,Dominaria,Moderately Played Foil,5.93,6.65,6.640000000000001
Woodland Cemetery,Dominaria,Moderately Played Foil,3.49,3.5,3.49
Mishra's Self-Replicator,Dominaria,Lightly Played,0.15,0.17,0.13999999999999999
"Shanna, Sisay's Legacy",Dominaria,Lightly Played Foil,0.24,0.24,0.36
Goblin Chainwhirler,Dominaria,Lightly Played Foil,2.4,2.41,3.18
Lich's Mastery,Dominaria,Lightly Played,0.2,0.23,0.23
Verix Bladewing,Dominaria,Moderately Played Foil,2.36,2.43,2.4200000000000004
Wizard's Lightning,Dominaria,Lightly Played Foil,0.9,0.95,1.33
Seal Away,Dominaria,Near Mint,0.13,0.15,0.26
Tempest Djinn,Dominaria,Lightly Played Foil,0.79,0.92,0.95
Steel Leaf Champion,Dominaria,Lightly Played Foil,2.38,2.38,2.37
Steel Leaf Champion,Game Day & Store Championship Promos,Lightly Played Foil,2.09,2.13,2.08
Steel Leaf Champion,Game Day & Store Championship Promos,Moderately Played Foil,2.05,2.12,3.02
Grim Monolith - 2000 Jon Finkel (ULG),World Championship Decks,Lightly Played,13.49,15.16,15.15
Rishadan Port - 2000 Jon Finkel (MMQ),World Championship Decks,Moderately Played,1.48,1.57,1.47
City of Traitors - 1999 Kai Budde (EXO),World Championship Decks,Moderately Played,6.65,7.64,7.63
Grim Monolith - 1999 Kai Budde (ULG),World Championship Decks,Lightly Played,15.28,18.4,18.389999999999997
Benalish Marshal,Prerelease Cards,Lightly Played Foil,0.98,1.02,2.54
History of Benalia,Prerelease Cards,Near Mint Foil,8.85,8.89,15.26
History of Benalia,Prerelease Cards,Lightly Played Foil,8.29,8.7,10.95
"Jodah, Archmage Eternal",Prerelease Cards,Lightly Played Foil,7.48,7.36,7.470000000000001
"Karn, Scion of Urza",Prerelease Cards,Lightly Played Foil,34.0,34.58,39.7
"Kwende, Pride of Femeref",Prerelease Cards,Lightly Played Foil,0.5,0.5,0.49
Lich's Mastery,Prerelease Cards,Lightly Played Foil,0.87,0.88,1.58
Lyra Dawnbringer,Prerelease Cards,Lightly Played Foil,18.54,18.54,18.529999999999998
Oath of Teferi,Prerelease Cards,Lightly Played Foil,2.08,2.99,5.68
Steel Leaf Champion,Prerelease Cards,Lightly Played Foil,2.34,2.35,2.67
Sulfur Falls,Prerelease Cards,Lightly Played Foil,6.59,7.39,12.48
Tempest Djinn,Prerelease Cards,Lightly Played Foil,2.2,2.2,3.46
"Torgaar, Famine Incarnate",Prerelease Cards,Near Mint Foil,0.78,0.79,1.36
Weatherlight,Prerelease Cards,Lightly Played Foil,3.03,4.11,4.1000000000000005
Caged Sun,Commander Anthology Volume II,Lightly Played,9.58,9.79,9.78
Stunning Reversal,Battlebond,Lightly Played Foil,7.86,7.86,11.32
Last One Standing,Battlebond,Near Mint Foil,5.0,5.25,5.24
Doubling Season,Battlebond,Near Mint Foil,73.34,79.99,79.97999999999999
"Najeela, the Blade-Blossom",Battlebond,Near Mint Foil,87.99,92.08,87.97999999999999
Together Forever,Battlebond,Lightly Played Foil,1.53,1.54,2.09
Kor Spiritdancer,Battlebond,Lightly Played Foil,4.21,5.25,5.24
"Okaun, Eye of Chaos",Launch Party & Release Event Promos,Lightly Played Foil,3.83,4.22,4.21
Bone Dragon,Core Set 2019,Lightly Played Foil,1.1,1.11,1.9
Surge Mare,Core Set 2019,Lightly Played Foil,0.42,0.42,0.73
Cleansing Nova,Core Set 2019,Lightly Played Foil,2.96,3.0,4.1
"Liliana, Untouched by Death",Core Set 2019,Near Mint,2.61,2.79,2.7800000000000002
Banefire,Core Set 2019,Lightly Played Foil,1.8,1.81,3.56
Dismissive Pyromancer,Core Set 2019,Lightly Played Foil,0.4,0.41,0.67
Isolate,Core Set 2019,Lightly Played Foil,0.34,0.35,0.43
"Tezzeret, Artifice Master",Core Set 2019,Lightly Played,4.02,4.2,4.8
"Ajani, Adversary of Tyrants",Prerelease Cards,Lightly Played Foil,13.15,13.24,15.29
Cleansing Nova,Prerelease Cards,Moderately Played Foil,3.49,3.5,5.23
Isolate,Prerelease Cards,Near Mint Foil,0.37,0.38,0.64
Valiant Knight,Prerelease Cards,Lightly Played Foil,0.99,1.04,0.98
"Tezzeret, Artifice Master",Prerelease Cards,Lightly Played Foil,13.06,13.29,13.28
Death Baron,Prerelease Cards,Lightly Played Foil,5.22,4.47,5.21
Graveyard Marshal,Prerelease Cards,Lightly Played Foil,0.87,0.88,1.74
Banefire,Prerelease Cards,Lightly Played Foil,3.24,3.3,4.59
Banefire,Prerelease Cards,Moderately Played Foil,2.96,2.97,4.63
Gigantosaurus,Prerelease Cards,Near Mint Foil,2.97,3.19,3.18
Thorn Lieutenant,Prerelease Cards,Lightly Played Foil,1.3,1.34,1.87
Vivien Reid,Prerelease Cards,Lightly Played Foil,16.25,18.479999999999997,26.85
"Palladia-Mors, the Ruiner",Prerelease Cards,Lightly Played Foil,4.07,4.08,4.54
"Vaevictis Asmadi, the Dire",Prerelease Cards,Lightly Played Foil,4.19,5.0,6.74
Amulet of Safekeeping,Prerelease Cards,Near Mint Foil,0.95,0.96,0.94
"Nin, the Pain Artist",Judge Promos,Near Mint Foil,3.99,4.6,4.59
"Nin, the Pain Artist",Judge Promos,Lightly Played Foil,3.21,3.22,4.38
"Gyrus, Waker of Corpses",Commander 2018,Lightly Played Foil,0.4,0.46,0.5
"Emmara, Soul of the Accord",Guilds of Ravnica,Lightly Played Foil,0.84,1.05,1.04
"Elspeth, Knight-Errant",Mythic Edition: Guilds of Ravnica,Near Mint Foil,75.08,84.09,84.08
"Liliana, the Last Hope",Mythic Edition: Guilds of Ravnica,Near Mint Foil,110.87,110.93,144.67
"Nicol Bolas, Planeswalker",Mythic Edition: Guilds of Ravnica,Near Mint Foil,39.98,40.3,61.01
Dream Eater,Guilds of Ravnica,Lightly Played,0.5,0.66,0.79
Find // Finality,Guilds of Ravnica,Lightly Played,0.25,0.25,0.24
Find // Finality,Guilds of Ravnica,Lightly Played Foil,0.67,0.71,1.06
Response // Resurgence,Guilds of Ravnica,Lightly Played Foil,0.52,0.61,0.67
"Niv-Mizzet, Parun",Guilds of Ravnica,Lightly Played Foil,4.11,5.95,5.94
"Izoni, Thousand-Eyed",Guilds of Ravnica,Lightly Played Foil,0.74,0.8,0.84
Nullhide Ferox,Guilds of Ravnica,Lightly Played Foil,3.56,3.61,4.3
Beast Whisperer,Guilds of Ravnica,Lightly Played Foil,3.99,4.04,4.03
Midnight Reaper,Guilds of Ravnica,Lightly Played Foil,2.9,2.92,3.32
Expansion // Explosion,Guilds of Ravnica,Lightly Played Foil,3.17,3.26,4.27
Doom Whisperer,Guilds of Ravnica,Lightly Played Foil,9.95,9.99,9.98
Trostani Discordant,Guilds of Ravnica,Lightly Played Foil,3.3,3.55,3.54
Construct Token (003),Mythic Edition: Guilds of Ravnica,Near Mint,0.47,0.74,0.92
Mission Briefing,Prerelease Cards,Lightly Played Foil,3.71,3.75,4.97
"Aurelia, Exemplar of Justice",Prerelease Cards,Near Mint Foil,5.49,5.49,6.62
Knight of Autumn,Prerelease Cards,Lightly Played Foil,6.08,6.14,6.83
"Lazav, the Multifarious",Prerelease Cards,Moderately Played Foil,2.02,3.01,3.0
"Niv-Mizzet, Parun",Prerelease Cards,Lightly Played Foil,6.9,6.98,8.03
Connive // Concoct,Prerelease Cards,Lightly Played Foil,0.72,0.78,0.82
Expansion // Explosion,Prerelease Cards,Lightly Played Foil,3.95,3.96,5.38
Find // Finality,Prerelease Cards,Lightly Played Foil,1.07,1.08,1.73
Teferi's Protection (J18),Judge Promos,Lightly Played Foil,54.99,56.54,61.51
Lord of Extinction,Ultimate Masters,Lightly Played,5.39,6.0,5.99
Dark Depths,Ultimate Masters,Lightly Played Foil,35.02,37.49,37.480000000000004
Sovereigns of Lost Alara,Ultimate Masters,Lightly Played,0.37,0.58,0.57
Sovereigns of Lost Alara,Ultimate Masters,Near Mint Foil,1.07,1.62,1.61
Spoils of the Vault,Ultimate Masters,Near Mint Foil,0.47,0.5,1.05
Daybreak Coronet,Ultimate Masters,Near Mint Foil,3.7,3.94,3.93
Young Pyromancer,Ultimate Masters,Lightly Played Foil,5.0,4.41,4.99
Pattern of Rebirth,Ultimate Masters,Lightly Played Foil,4.07,4.16,4.15
"Lavinia, Azorius Renegade",Game Day & Store Championship Promos,Lightly Played Foil,1.9,1.99,1.89
"Lavinia, Azorius Renegade",Ravnica Allegiance,Lightly Played Foil,1.59,1.93,1.92
"Zegana, Utopian Speaker",Ravnica Allegiance,Lightly Played,0.29,0.32,0.38
Absorb,Ravnica Allegiance,Lightly Played Foil,1.9,1.96,2.99
Teysa Karlov,Ravnica Allegiance,Lightly Played Foil,5.06,5.09,5.86
Skarrgan Hellkite,Ravnica Allegiance,Lightly Played Foil,3.08,3.09,6.09
Spawn of Mayhem,Ravnica Allegiance,Lightly Played Foil,4.24,4.25,6.73
Growth-Chamber Guardian,Ravnica Allegiance,Lightly Played Foil,1.74,1.76,2.43
"Domri, Chaos Bringer",Ravnica Allegiance,Lightly Played Foil,3.6,3.61,7.73
Benthic Biomancer,Ravnica Allegiance,Lightly Played Foil,1.75,1.76,3.08
Pteramander,Ravnica Allegiance,Lightly Played Foil,5.35,5.67,5.66
Persistent Petitioners,Ravnica Allegiance,Near Mint Foil,2.12,2.16,2.1100000000000003
Cindervines,Prerelease Cards,Lightly Played Foil,3.73,3.73,3.72
Teysa Karlov,Prerelease Cards,Lightly Played Foil,6.53,6.56,8.53
"Rakdos, the Showstopper",Prerelease Cards,Lightly Played Foil,3.48,3.54,4.13
Hero of Precinct One,Prerelease Cards,Lightly Played Foil,2.51,2.52,2.83
Emergency Powers,Prerelease Cards,Lightly Played Foil,1.88,1.89,2.87
Theater of Horrors,Prerelease Cards,Lightly Played Foil,0.37,0.37,1.12
Absorb,Prerelease Cards,Lightly Played Foil,2.7,2.71,3.77
"Lavinia, Azorius Renegade",Prerelease Cards,Lightly Played Foil,1.28,1.32,1.83
Ravager Wurm,Prerelease Cards,Lightly Played Foil,0.66,0.66,1.31
Tithe Taker,Prerelease Cards,Lightly Played Foil,2.66,2.99,3.63
Benthic Biomancer,Prerelease Cards,Lightly Played Foil,1.75,1.79,2.17
Kaya's Wrath,Prerelease Cards,Lightly Played Foil,2.48,2.59,3.11
Bedevil,Prerelease Cards,Lightly Played Foil,5.72,5.81,6.46
Time Wipe,Open House Promos,Lightly Played Foil,1.11,1.45,1.44
"Ilharg, the Raze-Boar",War of the Spark,Moderately Played,5.0,4.89,7.19
"Ilharg, the Raze-Boar",War of the Spark,Lightly Played Foil,11.8,12.35,18.59
Commence the Endgame,War of the Spark,Lightly Played Foil,0.51,0.51,1.1
Evolution Sage,War of the Spark,Lightly Played Foil,4.97,6.77,6.76
Blast Zone,War of the Spark,Moderately Played,3.61,5.41,5.4
Narset's Reversal,War of the Spark,Lightly Played Foil,8.07,8.18,8.17
Finale of Glory,Prerelease Cards,Lightly Played Foil,4.19,5.05,5.04
"Vivien, Champion of the Wilds",Prerelease Cards,Lightly Played Foil,5.64,5.64,6.88
Vivien's Arkbow,Prerelease Cards,Lightly Played Foil,2.3,2.3,5.03
"Ajani, the Greathearted",Prerelease Cards,Lightly Played Foil,3.86,3.86,5.05
"Nicol Bolas, Dragon-God",Prerelease Cards,Lightly Played Foil,40.36,41.93,47.75
Niv-Mizzet Reborn,Prerelease Cards,Lightly Played Foil,13.63,13.64,16.81
Oath of Kaya,Prerelease Cards,Lightly Played Foil,1.76,1.76,2.11
"Ral, Storm Conduit",Prerelease Cards,Lightly Played Foil,3.49,4.19,4.180000000000001
Narset's Reversal,Prerelease Cards,Lightly Played Foil,8.09,8.09,9.22
Command the Dreadhorde,Prerelease Cards,Lightly Played Foil,4.0,4.0,4.55
"Dovin, Hand of Control",Prerelease Cards,Lightly Played Foil,1.64,2.18,2.42
The Elderspell,Prerelease Cards,Lightly Played Foil,6.95,6.99,6.98
God-Eternal Bontu,Prerelease Cards,Lightly Played Foil,6.76,6.76,11.95
Karn's Bastion,Prerelease Cards,Lightly Played Foil,3.74,3.74,5.88
"Chandra, Fire Artisan",Prerelease Cards,Lightly Played Foil,6.35,6.36,8.87
Finale of Promise,Prerelease Cards,Lightly Played Foil,14.02,16.56,16.549999999999997
"Ilharg, the Raze-Boar",Prerelease Cards,Lightly Played Foil,10.99,10.99,17.63
"Krenko, Tin Street Kingpin",Prerelease Cards,Near Mint Foil,4.0,5.0,4.99
"Krenko, Tin Street Kingpin",Prerelease Cards,Lightly Played Foil,3.91,3.92,4.44
Force of Despair,Modern Horizons,Lightly Played Foil,7.75,8.74,8.73
Mirrodin Besieged,Modern Horizons,Lightly Played Foil,3.9,3.9,4.95
Recall,Legends,Near Mint,74.99,75.01,89.75
Roc of Kher Ridges,Beta Edition,Near Mint,345.0,,344.99
Ydwen Efreet,Arabian Nights,Near Mint,89.94,89.97,89.92999999999999
Mox Pearl (CE),Collector's Edition,Near Mint,550.9300000000001,,550.9200000000001
Savannah (IE),International Edition,Near Mint,150.98000000000002,300.93,300.92
Fog,Beta Edition,Near Mint,14.99,19.99,19.979999999999997
Serpent Generator,Legends,Near Mint,12.74,12.89,12.73
Chains of Mephistopheles,Legends,Near Mint,799.0,800.48,798.99
Purelace,Beta Edition,Near Mint,125.97999999999999,,125.96999999999998
Taiga (IE),International Edition,Near Mint,180.98000000000002,270.93,270.92
The Abyss,Legends,Near Mint,869.38,881.08,1200.0
Sword of the Ages,Legends,Near Mint,63.94,67.71,63.93
Vaevictis Asmadi,Legends,Near Mint,29.98,30.08,29.97
Willow Satyr,Legends,Near Mint,54.28,70.92999999999999,70.91999999999999
Xira Arien,Legends,Near Mint,19.08,19.94,19.93
Karakas,Legends,Moderately Played,34.97,35.99,34.96
Illusionary Mask,Beta Edition,Moderately Played,500.97,,500.96000000000004
Forcefield,Unlimited Edition,Moderately Played,315.79,330.53000000000003,315.78000000000003
Demonic Hordes,Beta Edition,Moderately Played,240.0,325.79,325.78000000000003
King Suleiman,Arabian Nights,Moderately Played,100.97,100.97999999999999,100.96
Old Man of the Sea,Arabian Nights,Moderately Played,124.89,124.93,124.88
Tsunami,Alpha Edition,Moderately Played,50.440000000000005,70.97999999999999,70.96999999999998
The Abyss,Legends,Moderately Played,629.0,679.99,628.99
Juzam Djinn,Arabian Nights,Moderately Played,1200.98,1349.74,1349.73
Pyramids,Arabian Nights,Moderately Played,32.09,34.95,34.940000000000005
Dragon Whelp,Beta Edition,Moderately Played,32.94,32.99,32.93
Animate Dead,Beta Edition,Moderately Played,129.99,146.0,145.99
Black Knight,Beta Edition,Moderately Played,89.96,98.94,98.92999999999999
Illusionary Mask,Beta Edition,Moderately Played,500.97,,500.96000000000004
Strip Mine (No Horizon),Antiquities,Moderately Played,29.96,30.0,29.95
Elephant Graveyard,Arabian Nights,Moderately Played,79.99,88.23,88.22
Force of Nature,Beta Edition,Moderately Played,245.79,299.99,299.98
Birds of Paradise,Unlimited Edition,Moderately Played,108.99,138.95,138.94
Birds of Paradise,Unlimited Edition,Moderately Played,108.99,138.95,138.94
Singing Tree,Arabian Nights,Moderately Played,49.94,49.99,49.93
Old Man of the Sea,Arabian Nights,Moderately Played,124.89,124.93,124.88
Island of Wak-Wak,Arabian Nights,Moderately Played,85.78,96.99,96.97999999999999
Library of Alexandria,Arabian Nights,Moderately Played,1028.0,1100.0,1027.99
Animate Dead,Beta Edition,Heavily Played,83.26,100.47999999999999,100.46999999999998
The Abyss,Legends,Lightly Played,741.48,759.9,741.47
Demonic Tutor (CE),Collector's Edition,Lightly Played,93.99,99.97999999999999,93.97999999999999
Granite Gargoyle,Unlimited Edition,Lightly Played,25.74,25.979999999999997,25.729999999999997
Juggernaut,Alpha Edition,Lightly Played,400.97,,400.96000000000004
Copper Tablet,Alpha Edition,Lightly Played,210.0,,209.99
Serendib Djinn,Arabian Nights,Lightly Played,110.99,117.89,110.97999999999999
Fireball,Beta Edition,Lightly Played,26.44,26.45,30.08
Shivan Dragon,Unlimited Edition,Lightly Played,180.0,,179.99
Shahrazad,Arabian Nights,Lightly Played,262.63,272.28000000000003,262.62
Swamp - Guru,Guru Lands,Lightly Played,450.97,450.98,450.96000000000004
Moat,Legends,Lightly Played,636.49,647.99,636.48
Tundra (IE),International Edition,Lightly Played,270.98,300.97,300.96000000000004
Old Man of the Sea,Arabian Nights,Lightly Played,159.99,169.08,159.98000000000002
The Abyss,Legends,Lightly Played,741.48,759.9,741.47
Serendib Djinn,Arabian Nights,Lightly Played,110.99,117.89,110.97999999999999
Black Knight,Beta Edition,Lightly Played,122.98,,122.97
Demonic Attorney,Beta Edition,Lightly Played,159.99,165.79,159.98000000000002
Hypnotic Specter,Beta Edition,Lightly Played,296.99,,296.98
Chaos Orb (CE),Collector's Edition,Lightly Played,360.98,363.47,360.97
Control Magic,Alpha Edition,Lightly Played,270.49,,270.48
White Knight,Beta Edition,Lightly Played,92.38,119.99,119.97999999999999
King Suleiman,Arabian Nights,Lightly Played,109.25,109.25,130.52
Living Lands,Beta Edition,Lightly Played,125.49,129.25,125.47999999999999
Jihad,Arabian Nights,Lightly Played,159.99,180.98000000000002,180.97000000000003
Gauntlet of Might,Unlimited Edition,Lightly Played,559.97,576.76,559.96
Smoke,Beta Edition,Lightly Played,128.99,139.49,149.99
Counterspell,Beta Edition,Lightly Played,599.99,,599.98
Orcish Artillery,Alpha Edition,Lightly Played,179.97,230.23,230.22
Lure,Alpha Edition,Lightly Played,58.980000000000004,78.99,78.97999999999999
Arcbound Ravager,Darksteel,Near Mint Foil,134.99,149.95,204.89
Karakas,Eternal Masters,Near Mint Foil,47.91,47.92,84.99
Carnival of Souls,Urza's Destiny,Moderately Played Foil,38.35,40.27,38.34
